State,Item No,Amount
PA,02062,98
WV,00350,3
VA,00070,37
NH,00032,53
BC,02024,4
KS,02031,47
BC,02785,5
TX,00001,475
NV,00435,90
CO,00780,45
AR,00364,14
KY,00060,16
WA,00851,176
GA,00102,1013
NC,00405,32
SD,00486,173
ND,00062,170
MD,02012,5
GA,00298,105
WI,02491,20
IA,00613,61
NC,00192,55
MD,00854,74
SC,02003,95
MO,00403,99
TN,00613,88
CA,00971,3
MA,00270,19
PA,00073,403
NC,00467,228
OH,00018,110
ND,00494,92
UT,00660,282
PR,00494,8
MI,02004,531
TN,00810,197
NE,00039,125
NY,00298,23
MI,02494,180
KS,02024,4
RI,00850,93
TX,00854,1731
OK,00510,15
IL,00150,5
SD,00930,3
OK,00001,70
MN,00192,49
ID,02492,68
MS,00770,8
OR,00530,52
SD,00427,204
ON,02044,4
AR,00080,66
OK,02005,10
WY,02061,11
VA,02060,7
IA,02022,3
AZ,00730,12
NY,00910,13
LA,00364,6
FL,00077,8
IA,00811,46
NM,00882,23
UT,00360,99
UT,DP060,847
MN,00875,147
TX,00725,73
SD,02044,3
IN,00865,23
NE,00785,11
ID,00821,5
NY,02003,763
UT,01003,169
HI,00017,18
NH,00966,4
ND,00131,32
NJ,00061,263
IL,00930,11
FL,00242,9
PA,00770,123
NE,00450,35
BC,00075,10
SD,00850,296
OR,00450,113
NE,00811,9
PA,00056,981
MS,00044,65
WA,02408,71
MO,02400,4
LA,00880,13
MA,00460,45
PA,00060,1236
UT,00870,127
MN,00872,208
NC,00074,44
UT,00364,32
NJ,02001,15
WA,00405,12
MI,00019,128
AZ,02061,60
IA,00134,11
IA,02075,4
PA,00435,818
OR,00379,89
PA,02780,6
NE,00379,25
PA,09001,71
AZ,02074,4
MA,00187,116
DE,00187,6
ID,00188,24
SC,00942,14
KS,00039,72
PA,02039,644
IL,00850,502
CO,00225,84
VA,00200,94
KY,00942,7
AB,00920,4
OR,04000,22
NC,00403,122
UT,00199,397
IL,02074,6
CA,00061,1718
OR,00061,202
WA,00770,25
BC,00697,19
MT,00199,192
UT,DP140,708
RI,00467,182
SC,00854,71
TN,00510,46
KS,00242,5
CT,00128,26
AZ,00943,236
ND,00100,66
GA,00883,149
MN,00486,133
AZ,00270,21
ID,00200,110
HI,00188,15
WI,02062,5
WI,00467,175
NJ,00920,17
WI,00379,123
MO,00450,78
OR,00854,227
DE,00014,13
UT,01435,106
AZ,02032,17
FL,00200,932
TN,00155,111
MT,00180,12
HI,00871,15
RI,00872,15
IN,02492,7
MS,00138,13
MT,00871,23
CO,02488,217
CA,00140,1076
MD,00966,16
WI,00619,25
OK,00200,57
NY,00991,3
MT,00760,19
OK,00820,16
TX,02488,279
WY,02004,53
WI,00195,27
CT,00875,7
MA,00380,7
HI,00102,12
PA,00364,111
FL,00210,44
NE,02486,16
OR,00745,5
VA,00865,70
TN,01003,7
IL,00872,87
OR,00725,4
AR,00616,26
SC,00079,63
MI,00872,94
NY,00810,428
UT,02493,176
TN,00245,158
FL,00012,1000
MN,00406,395
NJ,00381,27
MI,02072,3
BC,00060,7
PA,00024,320
MT,00650,95
PR,00941,5
OK,00850,120
LA,00019,7
CA,02056,144
BC,02775,7
BC,00882,31
WY,02062,5
SC,02032,14
IA,02001,4
RI,00058,186
NV,00875,73
NV,00493,60
KS,00494,155
LA,00400,9
VA,00625,200
PA,02725,7
OH,00077,8
AK,02488,34
PA,00941,4390
FL,00460,164
SD,00433,136
HI,00941,143
NJ,00408,321
UT,00821,34
NE,00870,134
WY,02785,3
TN,02482,5
NC,00138,551
CT,00001,56
UT,00750,67
SD,02062,3
NJ,00058,213
MA,09001,4
WA,01003,75
UT,00854,639
MT,00022,46
IA,00865,51
MB,00404,14
NJ,01102,5
TX,00433,1184
ID,00405,79
CT,00131,9
NM,00075,43
ND,00114,101
BC,00425,3
MT,00155,62
MN,02074,20
NJ,00975,3
CO,02740,6
OH,00810,163
MT,00184,110
NC,00350,98
AL,02408,11
TN,00241,3
SD,02078,9
NC,00111,26
AK,00077,3
ME,00058,21
OR,00080,103
WA,00082,70
QL,00854,5
ND,00082,25
BC,00483,9
UT,00725,21
OH,00482,119
ME,00492,84
NY,00260,321
SC,00755,6
GA,00620,46
CA,00270,319
ID,00022,143
NH,00450,40
CA,02077,29
UT,00072,217
SD,00865,50
PA,00965,64
WI,02075,6
CA,02032,152
NH,00102,99
ON,00380,6
NY,00350,97
CA,00405,419
CT,00494,136
OR,00270,88
AZ,00032,180
SC,02491,11
CA,02765,9
CO,00044,181
CO,00965,43
GA,00188,116
MS,00810,29
SC,02024,62
MI,02488,228
SC,02765,11
NY,00077,11
VT,00870,7
WI,00380,8
MT,00250,4
MN,00745,21
UT,02032,74
MN,00270,75
WY,00820,59
SD,00365,10
VT,00785,3
WA,00360,38
LA,00075,5
TN,00197,18
OK,02004,8
ND,00350,7
WA,00966,134
VA,00920,82
NY,00003,2060
NC,02075,9
OK,00187,29
OR,00108,47
VT,00199,153
SD,00492,122
PA,00720,259
MO,00024,27
CA,00486,834
PA,00820,1912
PA,00195,342
PA,00138,778
TX,01435,137
NE,00031,112
SD,00080,192
IL,00943,244
NC,00843,346
CT,00990,12
WY,00070,58
MT,00138,102
TN,02488,62
IL,00427,197
NJ,00402,73
TX,00080,814
RI,00820,29
NY,02001,31
NV,00073,44
NV,00004,241
CO,00880,351
MS,00990,13
WI,02050,3
UT,00128,423
TX,00108,78
NM,00024,20
WY,00617,14
WY,00120,19
CT,00408,133
NY,00196,7
NJ,00241,54
ON,00138,5
AZ,00364,39
CA,00883,326
MD,00851,47
MN,00360,27
CA,02041,59
AR,00062,42
PA,02488,407
MT,00840,45
OK,00058,87
NV,00482,8
TX,00260,814
ND,00074,88
CA,00619,208
MA,00150,5
ID,00730,18
CA,00101,765
NY,00050,438
AL,00871,6
KY,00014,12
NC,00041,39
TX,00851,318
IL,00022,154
WA,00018,225
LA,00012,16
MI,00022,450
AL,00901,5
IN,00365,5
CA,02486,189
MO,00995,15
BC,00006,4
GA,00002,392
OK,00775,7
NY,00082,507
MN,01003,69
MT,00966,13
UT,00250,54
AL,02002,4
BC,00019,8
NJ,02012,8
IA,00101,115
ID,01488,43
OK,00056,76
NV,00381,5
VT,00245,12
NV,00115,65
NE,03090,25
WV,00080,4
WI,00404,595
WA,00483,31
SC,00865,21
MI,00483,93
CT,00260,46
ID,00140,83
AZ,00187,148
MO,00810,114
NC,00070,140
AL,00402,53
AR,02056,25
AR,00492,99
OK,02491,7
WA,00613,203
MT,00245,28
MA,00625,45
HI,04000,5
PA,02075,29
AB,00493,25
MS,00481,36
ME,00044,25
CT,04000,5
MT,00100,68
NM,01004,30
IA,00851,203
UT,DP061,772
LA,00492,153
MT,00620,13
MT,00855,7
NH,00133,41
MD,00843,17
MT,00004,255
PA,00841,137
IL,00530,21
TX,00482,128
LA,00056,37
ID,00056,220
MT,00243,28
NY,00192,59
MN,00070,56
MN,00650,290
SC,00210,30
KY,02102,5
GA,00821,35
OK,02039,11
WA,00381,13
NJ,00520,49
ON,00427,5
LA,00365,4
NE,00080,57
WA,01005,24
MS,00131,25
CA,02060,187
NV,00128,109
MN,00617,24
ON,00745,4
TX,00079,532
SC,00404,189
OR,00508,30
KY,00210,3
VA,02004,78
NJ,00375,7
CT,00062,5
ID,02039,23
WA,00875,233
ID,00765,19
UT,VP940,7
NV,00102,205
IL,00131,114
CO,00865,177
OH,02770,4
OK,00073,27
GA,00128,267
LA,00022,4
MO,04000,32
FL,00018,491
ND,00425,51
KS,00044,11
WI,00481,30
NC,00241,4
SC,02001,113
NV,00530,5
VA,00071,25
PA,02006,71
ID,00073,174
CO,02039,198
FL,00482,79
NH,00942,3
GA,00660,77
KY,00200,27
OH,00625,68
MO,00120,73
KS,00128,93
MO,00195,41
KS,00630,21
WI,00613,140
WA,00192,36
IA,VP943,3
MI,00400,73
MO,02061,10
BC,00950,5
TX,09001,26
NC,00406,361
CO,00492,687
MI,00192,126
AZ,00006,44
MO,00871,8
MO,00883,26
GA,00775,57
MN,00850,905
MD,00192,3
NE,00425,44
SC,00850,149
ON,00492,3
BC,00610,6
UT,02482,14
WI,00450,437
WV,00402,10
PR,00080,5
NV,02080,29
SC,00735,3
OR,00428,7
TX,00060,1031
AL,00492,146
GA,00100,487
LA,00126,24
CO,00467,503
PA,00491,1001
OR,00930,17
HI,00138,14
PA,02760,6
CO,00840,87
TX,00492,1201
MT,00129,119
NE,00428,18
KS,00491,144
NJ,00613,156
RI,00435,57
NE,00750,24
MN,00140,321
NE,00855,27
NV,00843,106
TN,02061,9
AR,00780,40
AL,00427,37
MI,00845,65
HI,00129,12
LA,00403,6
ND,00050,17
OH,00408,331
CA,00072,883
UT,00428,26
UT,02077,19
MN,00941,250
AL,00061,148
MS,00785,8
SC,00616,3
PA,00080,580
OK,00012,46
AZ,00048,102
MN,02002,13
LA,00625,58
MA,00079,30
KY,01004,7
UT,00775,67
MT,02060,6
MO,00242,8
HI,00080,13
IN,00620,11
ND,02003,24
WY,00006,22
OK,02031,13
KS,00133,50
ND,00821,5
SC,02720,16
WY,02102,10
BC,02745,4
OR,00101,237
PA,00123,243
NY,00883,29
CA,02024,58
MN,00196,11
NJ,02062,32
HI,00943,116
CT,00840,5
MI,00740,40
SD,02488,18
NH,00005,51
CA,00865,430
NE,00616,71
LA,00140,29
AK,00467,106
WY,02491,14
CA,02770,12
IL,02075,4
CO,00074,190
NY,00294,4
MI,00375,73
SD,00697,291
SD,02435,3
HI,00260,56
NH,00364,3
AR,02780,4
UT,00048,107
MO,00111,68
WI,00350,28
NJ,00131,247
SD,02031,5
CA,02050,109
MO,02022,4
ID,00400,8
NY,00966,54
NM,00780,28
AK,00131,13
KS,00775,11
VA,00697,161
KS,00001,17
NM,00617,3
TX,00843,527
ND,02483,5
OH,00048,53
IN,00001,23
SD,00073,206
WV,00140,19
AR,02039,25
AR,00740,27
CT,00942,17
ID,00019,45
AL,00014,49
MS,00114,4
NY,00875,195
ND,02001,35
MS,00775,16
CA,00006,775
MI,00760,42
MA,00050,73
MN,00199,684
VA,00195,17
FL,00996,3
CA,00019,539
ID,00270,81
VT,00660,6
NC,00510,31
WV,00404,9
CA,01435,106
NV,00138,64
UT,DP880,2232
WI,00630,84
MO,00406,139
MN,00880,291
WI,02492,19
TN,00508,10
HI,00100,8
NC,00114,22
PA,02044,55
MI,01005,8
SD,00017,231
PA,02482,17
NY,00872,180
WI,00071,8
ON,00056,4
MS,00101,212
NH,00613,9
NJ,00740,13
SD,00491,110
NE,00180,29
TX,00619,103
HI,00003,8
BC,00115,4
AR,02491,12
MA,00130,21
IA,00940,42
UT,01488,212
GA,00114,96
MD,00810,73
SC,00610,63
PA,00881,223
AL,00467,84
UT,00254,111
TN,00760,6
MO,00730,7
NJ,00841,13
LA,00450,12
NC,00943,394
TN,00940,209
WI,00031,707
WY,09001,15
IA,00492,199
TN,00840,33
MI,00134,60
NC,02491,111
TX,VP940,15
WA,00131,161
MT,00062,203
VA,00450,66
TN,00820,69
MB,00031,4
TX,02408,76
ID,00872,40
IL,02031,44
NJ,00048,78
NY,00697,299
IA,00383,14
MN,02004,271
MT,00402,12
NM,00070,22
SC,02062,11
CA,00074,570
NY,00123,26
MO,00134,33
IN,00070,26
ON,00850,14
MN,02024,4
DE,00031,14
UT,00467,366
FL,02482,4
PA,00730,67
WY,00765,3
WV,00075,3
CT,00017,47
VT,00002,15
OK,00530,25
TN,00061,255
IL,00871,46
WI,00916,23
IL,00123,4
UT,00298,146
ND,00019,245
NM,00012,76
IL,00120,27
MT,02494,58
ON,00039,7
IA,00048,6
NE,00018,40
TN,00943,226
CT,00002,16
TN,00100,41
HI,00070,6
LA,00041,6
TX,00966,193
SC,00433,97
KS,00940,115
MO,00241,22
NC,00941,372
AZ,01102,4
CA,00132,59
TN,00883,13
VA,00872,26
VA,00483,55
WI,00005,226
WV,00079,6
PA,00225,141
KY,00850,36
VT,00101,10
UT,00375,24
WI,00044,121
IN,00730,7
MD,00138,61
DE,00111,9
NE,00155,35
TX,00840,440
BC,00740,3
NH,00750,3
TX,00491,1234
NM,00210,22
NC,00155,69
CA,02750,32
ME,00811,12
PR,00427,6
NH,00155,39
MI,00130,49
OH,00995,29
MS,02493,4
SD,00720,46
AK,00039,129
VT,00428,6
IA,00616,34
FL,00467,557
MT,00078,101
SD,00450,241
MS,00197,11
MD,00840,7
CO,00872,109
IN,00133,18
NJ,02080,11
OR,00140,214
TX,00950,12
GA,02482,9
CT,00940,40
AR,00044,33
OK,00865,6
MS,00260,21
OR,00075,67
AK,02031,10
NC,00850,708
BC,00811,14
CO,00620,52
BC,00111,7
TX,00404,1797
VA,02006,5
CO,00811,72
ME,00031,26
LA,04000,4
KY,00056,37
FL,00383,42
SC,02770,5
MI,00115,900
AZ,00074,90
KY,00050,13
SC,00427,80
BC,00491,47
MB,00060,23
IN,00508,10
OK,00078,38
OR,00079,110
SC,00403,78
AK,00488,185
UT,DP058,697
CO,00188,77
WA,00138,502
IN,00123,15
NJ,00192,41
CA,00254,458
AL,00375,8
MO,02002,7
OK,00467,16
MO,00841,31
TN,00072,59
WY,00492,71
OK,02003,4
MB,02003,5
MO,00102,428
IL,02006,7
WI,00014,193
MS,00493,95
CA,00780,301
MO,00625,94
IL,00024,109
MO,00630,78
OK,02494,9
RI,00006,222
NM,02491,16
PR,00943,6
MD,00488,91
SC,02481,3
MD,00408,64
PA,00188,1571
ID,00082,118
UT,00940,263
NE,00960,4
KS,00785,4
FL,00925,6
AZ,02493,136
NC,00970,5
GA,02041,59
WY,00460,14
FL,00045,488
NV,00041,40
MN,00004,919
KS,00950,6
UT,09123,415
AK,00492,143
AK,00132,12
IA,00486,87
WY,00019,102
AR,02481,11
TX,00995,94
NE,00005,53
MI,00510,170
IN,00188,15
NH,00916,4
VA,00427,152
UT,00197,89
AR,00427,147
SC,00770,7
PA,00617,152
AK,00381,4
AL,00022,82
MB,00467,9
IN,00610,10
IL,00138,166
OH,00845,33
KS,00120,8
MS,00128,8
GA,00062,431
IN,00740,3
WY,00943,50
NV,00002,17
OH,00405,27
NJ,00019,25
CT,00102,238
WY,00270,31
PA,09011,240
ND,00155,71
MI,00970,15
WV,00850,9
MT,00018,74
WI,00620,13
NM,00254,54
ME,00014,3
AR,00032,56
QC,00821,4
AL,00483,5
AL,00044,49
AZ,00254,42
NH,00493,203
NM,00406,131
MO,00760,7
LA,00078,13
LA,00006,5
TN,02041,6
OK,00427,25
OR,00820,56
PA,00882,557
MD,00245,19
WV,00616,13
MO,00494,291
PA,00930,33
NM,00100,49
VA,00006,89
PA,00775,143
IA,00402,4
NM,00775,8
CO,00031,716
VA,00019,86
NM,00482,41
NY,00493,2028
AZ,00075,107
NH,00940,7
WA,00132,3
VA,00078,129
IA,02003,31
NJ,00294,5
WI,00942,81
MN,00425,28
TN,00102,662
CT,00520,22
UT,00616,125
FL,00071,20
MI,00381,45
UT,00486,256
HI,00062,11
SK,00820,5
OH,01102,10
OH,02750,3
IL,02062,4
SD,00770,19
NE,00114,47
NV,00195,16
CA,02491,321
OR,02488,47
OR,00111,48
SD,00014,258
MT,01003,22
MN,02022,5
KS,00017,31
TX,00017,1289
TX,00002,438
RI,00380,10
NJ,00510,21
IN,00017,78
IA,00012,29
IL,00381,10
KS,00881,6
TN,00250,7
IN,00881,34
AZ,00140,228
SD,00058,146
TX,01488,381
SC,02056,17
IN,00058,48
MA,00404,153
SC,02050,21
AL,00850,156
LA,00520,16
HI,00005,11
GA,00760,58
MO,02078,5
GA,00260,293
TN,02493,118
NY,00735,9
OR,00197,7
NY,00613,232
OR,00260,110
ID,00990,5
VA,00400,4
SD,02481,3
NY,00450,784
MO,00058,125
NC,00260,215
CA,00755,242
ME,00404,49
CA,00018,357
CT,00138,27
MN,00100,253
AK,00482,12
ON,02056,8
GA,00001,479
HI,00491,38
ND,00883,3
IL,00006,145
SC,04100,28
ND,00078,36
TX,00039,2157
FL,00995,136
TN,00243,3
WY,02494,18
LA,00810,30
WY,00381,21
CO,00408,611
ND,01488,37
AZ,00966,50
MI,00966,86
ID,02004,140
WI,00017,292
SD,00435,132
MT,00880,113
SD,09001,31
WV,00187,17
SD,00039,318
TX,00811,171
CO,02760,3
MN,02492,94
NJ,00697,200
AL,02491,10
WI,02435,3
CA,00483,323
CO,00491,874
AZ,00435,138
AZ,00492,293
CT,00199,22
NM,00250,23
CA,00031,3432
PR,00050,10
ND,00241,10
NV,00131,92
NJ,00082,78
IA,02408,9
ON,00467,6
ID,00403,275
MI,00102,1830
CA,04100,21
CO,00488,917
NE,00004,154
TN,00131,72
NJ,00755,43
UT,00032,630
UT,00225,147
FL,02400,5
KY,00486,4
CA,02785,9
HI,00111,17
NH,00810,4
NY,00131,275
MN,02486,39
AR,00854,151
OH,00840,48
VT,00940,18
MN,00022,67
FL,02062,15
KY,00934,8
MD,00180,25
NE,00854,174
IA,00018,41
WY,00078,30
NE,00134,12
MB,00379,4
OH,00755,18
AK,00491,102
WA,00180,109
AZ,00735,22
OR,00427,183
OH,00760,63
MA,00058,43
MN,04100,13
MD,00102,97
SD,00188,65
WI,02031,10
NJ,00078,79
ON,00404,31
CT,00024,6
AZ,00740,13
NJ,00493,401
PR,02039,7
MO,00872,32
OR,00616,57
NE,00725,13
IN,00364,8
HI,00187,11
AL,00872,47
AZ,02060,56
NJ,00045,113
CO,00128,239
OR,03090,21
WI,00855,41
AK,00840,13
PA,00260,988
WA,00620,76
NY,00510,124
GA,00241,27
MA,00195,66
SD,00031,217
WV,00050,4
NY,00102,3145
WA,00843,293
MO,00062,157
MO,00617,12
ND,00851,42
CA,00060,1882
TX,00755,63
MD,00074,12
WY,00200,49
NM,00660,15
ID,00078,15
VT,00854,12
MS,00425,33
SC,00697,51
KS,00965,6
CA,02780,13
CO,00760,37
AZ,00126,203
NY,00199,1007
NJ,00872,58
AL,00482,11
MA,00630,56
SC,00017,111
OK,00770,4
CO,00494,708
IN,00775,3
WA,00610,72
IN,01004,24
CA,00492,2711
AK,00872,25
MS,00901,4
NH,00101,68
IN,00003,128
BC,00058,9
TN,02032,31
WY,00022,57
VA,00298,14
BC,00297,17
SC,00039,187
VA,00381,11
GA,02102,226
TN,00960,5
MN,00082,112
NE,00940,61
TN,00180,140
FL,00770,43
ON,00031,8
KY,00225,5
ND,00403,56
AZ,02004,130
TX,02062,89
IA,02483,5
FL,00408,1557
NH,00199,32
SD,00882,30
AB,00188,5
ME,00039,56
WV,02039,5
TX,00882,584
CO,00002,293
ND,02408,10
NJ,00041,161
MA,00872,12
IN,00930,6
WY,00073,18
CO,02082,45
WI,00494,512
OH,00481,61
NE,02060,3
TX,00467,1125
VA,00995,19
MT,00960,4
NE,02004,19
MI,00493,1585
WY,00850,189
MS,02482,3
WA,00493,609
MD,00360,3
IA,00408,68
ID,00435,283
NV,00871,11
KY,00492,120
WI,00520,45
WV,00061,15
OH,00041,76
ID,00735,26
SC,00024,64
MN,00078,135
WY,00056,83
BC,00003,10
ND,02012,21
DC,00613,3
WI,00990,23
OK,00435,28
NV,00024,37
NC,00910,3
VA,00024,50
NH,00114,24
MN,00200,345
FL,04100,18
NJ,00916,65
WV,00380,6
NJ,00450,162
IL,00488,349
NC,00245,28
IN,00060,102
MA,00433,72
NE,00108,11
CT,02005,5
OR,00001,85
PA,00130,154
WY,00380,7
AZ,00765,12
VT,00225,3
MN,02488,232
NJ,02483,6
TN,00128,58
MO,02006,9
KY,00941,46
OH,00375,6
KY,00930,13
OK,00041,10
MO,00697,53
WI,00060,514
IN,00785,6
TN,00486,77
PA,00120,423
CO,00990,35
CA,00850,2260
ID,02494,73
NC,00883,109
HI,00120,13
NE,00003,136
WY,00187,89
MN,02483,40
NV,00481,36
MO,00130,16
SC,00934,25
NV,00062,60
ON,00061,3
CA,00854,1967
KS,00138,42
IN,00024,54
AB,00916,4
AL,00074,11
MN,00901,13
WA,00245,142
OH,00006,80
MI,00245,211
MD,00755,3
AK,00865,30
VT,00811,5
VA,00140,149
ID,02012,8
NE,00965,4
CA,00427,1321
FL,00225,61
WY,02056,9
OH,00966,34
NY,03090,8
WA,00510,39
MO,00901,3
MO,00740,15
UT,02050,61
FL,02031,93
ID,00850,93
HI,00270,15
NY,00062,424
MT,00241,14
ID,02031,26
AR,00745,12
SD,00735,18
CA,00150,165
HI,00630,5
MO,00880,143
VA,00126,29
CT,00100,23
IA,00820,44
KS,02435,71
BC,00134,5
SD,04000,18
GA,02056,65
AZ,00132,8
AK,00024,13
AR,00365,7
IA,00079,22
TX,00481,45
AK,00882,17
AZ,00073,76
MS,00428,16
SC,00450,13
KS,02022,4
FL,01488,48
OR,02050,5
AL,00072,7
MS,00004,171
RI,00494,65
NC,00360,29
AZ,00964,6
UT,00004,806
ON,00073,6
NH,00880,3
SC,00380,7
MA,00060,115
CA,00381,115
TN,02060,41
MD,02080,9
IN,00111,12
SD,00494,145
IL,00005,163
NC,00880,296
ND,00617,3
KY,02005,3
ME,00017,20
PR,00075,21
CO,00242,12
PA,00001,714
SC,00720,39
TX,00031,2362
BC,00735,8
WY,00140,82
MN,00405,16
AK,00494,226
AL,02494,12
LA,00697,42
RI,00056,57
AB,00840,8
ND,00200,19
OH,01488,23
AK,02039,3
IN,00882,39
PA,00003,1725
MA,00133,85
ME,00060,19
MN,00019,62
MI,00002,321
MO,00875,91
VT,00155,4
NC,00270,40
NV,00840,17
WA,00002,219
WV,02005,16
RI,00050,28
MS,00750,12
ME,00491,116
WY,00050,20
KS,00379,53
WA,02080,18
UT,00482,53
AR,00966,12
WY,00075,22
NJ,00481,21
OR,00187,152
NE,00942,59
CA,00400,403
AL,00379,27
IN,00101,6
OR,02032,11
ME,00056,21
PA,00625,507
OH,00697,175
NY,00425,91
CA,00379,720
NH,00260,5
MN,00943,250
OH,00082,68
WY,00865,35
BC,00005,3
FL,VP940,28
MN,02012,3
ND,01102,15
NV,02062,4
ND,00210,5
ME,00882,10
WA,00840,78
UT,00196,12
UT,00082,67
CO,00630,99
AK,00138,71
NM,00019,24
WI,00002,72
NM,02102,11
NE,00486,46
AR,00486,90
OH,00740,25
MA,00494,314
MN,00871,138
NJ,00032,203
UT,DP883,2190
NC,00100,143
BC,00070,12
BC,00180,21
NE,00061,59
AR,02031,7
MD,00039,62
MT,00940,66
MI,00128,562
WA,00128,282
CA,00433,1720
WI,00610,6
TN,00108,10
MA,00044,52
NV,VP941,10
MI,00120,286
UT,00383,12
OH,00875,121
MT,00032,135
TX,00408,852
OH,00493,390
AZ,00400,81
ID,02481,4
GA,01004,73
IL,00195,60
MA,00481,27
GA,00617,99
BC,00130,16
AB,00058,14
BC,01005,8
AK,00720,3
ID,00075,45
SD,00115,572
IN,00940,132
TN,00855,29
NC,00660,55
HI,02003,3
WY,00012,30
NH,00245,4
MS,00940,10
ND,00943,64
WY,00995,9
TN,00871,5
FL,02494,162
SK,00427,4
CO,00381,60
KY,02488,12
PA,09021,26
AK,00002,44
NJ,00810,186
NH,00855,4
VA,02080,4
HI,00225,26
AK,01005,4
AK,00041,11
WV,00012,7
WY,02031,12
OH,00488,430
VA,00050,33
UT,02060,91
MT,00851,23
MA,00005,163
NH,00184,5
MT,00114,26
NM,00197,3
MS,00108,17
MN,00254,19
NJ,04000,49
ID,00032,78
TX,00720,129
IN,00130,3
MI,00074,427
NV,00883,6
NJ,00102,698
OK,00492,98
NJ,00379,84
NY,02041,5
OH,00192,70
IN,00260,82
FL,00032,931
TN,00901,10
OK,02062,29
CO,00024,144
TN,00004,933
WV,00492,11
WA,00990,24
WI,00882,92
AR,00403,30
CA,02481,82
SC,02740,3
ND,00941,57
KY,00075,7
AK,00195,4
WY,00433,204
WI,00491,607
HI,00650,7
KS,00364,5
ID,00380,27
NJ,00875,154
WA,02072,14
IL,00990,24
MO,00941,85
TX,00610,399
PA,02492,265
MA,04000,14
CO,00785,14
NH,00745,3
RI,00450,46
MT,02077,6
SD,00123,12
MN,00075,91
MI,00843,330
UT,00492,432
TX,00077,42
GA,00402,125
AR,00126,67
WY,00132,3
OH,00133,100
MN,00920,27
TX,00195,223
NM,00765,12
IL,00630,36
MT,02482,15
PA,00950,17
ME,00494,121
NM,02004,45
IN,00720,5
NJ,00966,58
NE,00402,47
MN,00403,139
MS,00720,25
NY,02078,37
NM,01435,9
WY,00400,10
IL,00071,7
PA,00111,295
MA,00882,19
MA,00491,440
MO,02075,9
WY,00650,74
CO,02072,7
ND,00435,57
NE,00970,3
ME,00697,5
WI,00865,32
SC,00044,53
MN,00934,3
WA,00298,34
TN,01004,11
UT,00404,1556
ND,00765,9
CA,00403,1270
SD,00071,12
MO,00001,105
ME,00073,8
AZ,00365,29
WI,00870,57
VA,00934,26
TX,00613,630
CA,02740,12
IL,00510,52
OR,02486,4
ND,00022,181
MS,00942,5
ID,00920,11
KS,00188,33
NE,00745,5
IL,00073,20
SD,02039,26
KY,00003,122
MO,00100,116
MI,00073,358
WI,00039,601
GA,02494,120
CA,00126,574
NV,00494,59
MI,00133,628
NC,02003,24
KY,00079,12
CA,00039,3066
IN,00965,19
BC,00245,8
UT,02408,20
SD,00965,12
NV,00250,9
NY,00241,27
WI,00840,62
MO,02486,4
CA,02039,309
SD,00044,69
WV,00056,5
BC,00619,26
BC,02082,3
AL,00755,15
KS,00617,12
KY,02003,10
WV,00427,6
CA,00740,255
AZ,00483,23
MA,00115,102
AR,00865,18
TN,03090,11
NV,00510,9
MD,00131,34
WA,00755,15
AR,00765,47
VT,00750,4
ME,00995,14
NV,00360,20
MN,02060,71
PA,02730,3
OH,00872,41
ID,00770,32
UT,DC801,6
FL,00934,19
TN,00101,357
CT,00881,10
ID,00934,6
MN,02039,26
OH,00843,243
WI,00260,142
GA,00210,28
GA,00460,203
MN,00210,22
NM,00850,61
IN,00491,106
SD,00005,81
AR,00019,46
ME,04000,3
PR,00056,7
TN,00428,7
CT,00155,14
NC,02102,13
TX,02082,37
IN,00750,7
PA,00297,3
GA,00270,75
WI,00364,15
NY,00243,32
OR,02001,6
MO,00129,242
ME,02031,35
NC,00650,140
AK,00843,41
MA,00735,7
SC,00530,34
MO,02044,3
WY,00126,68
SK,00854,3
MT,00254,21
RI,00041,19
NJ,00298,86
AR,00408,70
LA,00872,13
MT,03090,3
MA,00995,39
RI,00005,141
MN,00045,75
MA,00120,9
IL,00129,344
ND,02400,5
MA,00365,5
AZ,00192,37
AK,00810,86
MO,00123,105
SD,00195,65
WA,02061,9
OK,00075,16
MB,00014,6
MI,02061,36
MI,00123,84
RI,00115,73
AR,02400,4
FL,00072,396
NC,00200,136
IL,02061,7
VA,04000,12
SC,00071,11
SD,00630,36
BC,00133,10
SK,00850,4
AR,00074,59
MT,00820,48
NC,00425,12
RI,00102,142
BC,00129,13
GA,00200,455
NY,00155,202
CA,02031,385
PA,02005,165
CO,00060,474
NJ,00995,39
UT,00039,931
KY,00140,15
LA,00916,26
WI,00965,14
PA,00870,563
NY,00970,5
MT,02102,5
IA,01102,17
LA,00017,7
LA,00530,26
NM,00080,118
NY,00916,64
NV,00620,10
IA,00404,353
MD,00990,9
BC,00965,7
WV,02003,32
RI,00493,26
NE,00780,25
SC,02031,150
ND,00405,12
NY,02006,22
SC,00073,54
ME,00115,19
AK,00379,62
IN,00138,56
LA,00381,9
WA,00130,144
WV,00039,54
KY,00073,5
WV,00433,9
ON,02491,3
TX,00138,1079
SC,01488,12
WY,00210,15
TX,00990,62
NE,00930,25
ID,00045,105
NV,00810,117
NM,02060,4
MD,00128,16
WA,00077,8
NJ,00488,569
SC,00056,46
FL,00920,32
UT,02001,4
SC,00014,98
NY,00184,279
WV,00383,3
OK,00433,41
MB,00433,17
OR,00050,141
IL,00481,8
MA,00865,6
VT,02493,5
OH,00102,743
KY,00427,14
NY,02486,26
